TieuDe,GiaVND,DienTich,Phuong,Quan,DiaChi,Link,ListingID
cho thuê căn hộ 2pn phú mỹ hưng quận7 nhà đẹp full nội thất cao cấp view sông lh:0909 462 ***,30000000.0,82.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phong-9-prj-phu-my-hung/c-2pn-quan7-nha-dep-full-noi-that-cao-cap-view-song-lh-pr43880542,43880542
"cho thuê the antonia phú mỹ hưng 4- 5 phòng ngủ, full nội thất cao cấp, căn hiếm",80000000.0,195.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-antonia/cho-my-hung-4pn-5pn-phong-ngu-full-noi-that-cao-cap-hiem-pr43664411,43664411
"cho thuê căn hộ 2 phòng ngủ cao cấp midtown m8 phú mỹ hưng, quận 7 , nhà đẹp, mới, tầng cao",33000000.0,82.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-peak/c-cao-cap-midtown-m8-my-hung-82m-2pn-full-noi-that-gia-35-trieu-pr43874494,43874494
"cho thuê ch 1pn, 1wc, 40m2 chỉ với 12,5 triệu tại nguyễn hữu thọ, q7, hcm",12500000.0,40.0,tân hưng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/cho-ch-1pn-1wc-40m2-chi-voi-12-5-trieu-tai-q7-hcm-pr43429323,43429323
cho thuê officetel sunrise city view 1 phòng ngủ 1 wc full nội thất,12500000.0,50.0,tân hưng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/cho-officetel-1-phong-ngu-1-wc-full-noi-that-pr43363995,43363995
"cho thuê ch 1pn, 1wc, 60m2, 16 triệu ở sunrise city, nguyễn hữu thọ, q7, tp.hcm giá ưu đãi",16000000.0,60.0,tân hưng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/cho-ch-1pn-1wc-60m2-16-trieu-o-q7-tp-hcm-gia-uu-dai-pr42912768,42912768
cho thuê căn hộ green valley phú mỹ hưng q7. căn góc lầu cao. giá 25 triệu/th vị trí đường tôn dật,25000000.0,118.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/c-my-hung-q7-goc-lau-cao-gia-25-trieu-vi-tri-dat-pr42525318,42525318
"q7 boulevard - 2pn 2wc - 70m2 - căn góc - 9,5 triệu",9500000.0,70.0,phú mỹ,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-phu-my-9-prj-q7-boulevard/-2pn-2wc-70m2-goc-9-5-trieu-pr43882349,43882349
"cho thuê căn hộ cosmo city - giá chỉ 18 triệu/tháng căn 85m² 2pn 2wc, đầy đủ tiện ích nội khu",18000000.0,85.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-thi-thap-phuong-tan-phu-19-prj-can-ho-cosmo-city/c-gia-chi-18-trieu-thang-85m-2pn-2wc-day-du-tien-ich-noi-khu-pr43581701,43581701
"cho thuê căn hộ ở sky garden 3 full nội thất cao cấp 2pn, gía 11tr/tháng, lh0916 769 ***",11000000.0,71.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/c-o-3-full-noi-that-cao-cap-2pn-gia-11tr-thang-lh-pr42753569,42753569
"cho thuê căn hộ chung cư tại green valley, tân phú, quận 7, tp.hcm giá 18tr/tháng lh0916 769 ***",18000000.0,88.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/c-tai-quan-7-tp-hcm-gia-18tr-thang-lh-pr43654016,43654016
"cho thuê căn hộ 3pn 2wc eco green quận 7, 95m2 full đầy đủ nội thất cao cấp/ giá thuê chỉ 23tr",23000000.0,95.0,tân thuận tây,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/c-3pn2wc-quan-7-95m2-full-day-du-noi-that-cao-cap-gia-chi-23tr-pr43882220,43882220
"cho thuê căn hộ cao cấp the view riviera point dt 91m2 giá 18tr/tháng, lh0916 769 ***e trang",18000000.0,91.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-tan-phu-19-prj-the-view-riviera-point/c-cao-cap-dt-91m-gia-22tr-thang-lh-e-trang-pr42441710,42441710
cần cho thuê căn hộ scenic valley phú mỹ hưng 3pn giá 25tr/tháng lh0916 769 ***e trang,25000000.0,110.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/-c-my-hung-3pn-gia-25tr-thang-lh-e-trang-pr42592476,42592476
"cho thuê căn hộ m-one, q7 duplex trần cao 56m2, 1pn riêng, full nội thất. giá 11tr/tháng",11000000.0,56.0,tân kiểng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-be-van-cam-phuong-tan-kieng-prj-m-one-nam-sai-gon/c-q7-duplex-tran-cao-552-1pn-rieng-full-noi-that-gia-11tr-thang-pr43881988,43881988
"cho thuê căn hộ chung cư era town đức khải quận 7, tp hcm",10500000.0,97.0,phú mỹ,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-phu-my-9-prj-the-era-town/c-duc-khai-quan-7-tp-hcm-pr43367001,43367001
"cần cho thuê gấp căn hộ star hill, nằm ngay trung tâm thương mại, phú mỹ hưng, p. tân phú, quận 7",45000000.0,102.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-star-hill/-c-gap-stahill-nam-ngay-trung-tam-thuong-mai-my-hung-p-quan-7-pr43881943,43881943
"cho thuê nhanh căn hộ cao cấp riviera point, tân phú, q. 7, full nội thất, lầu cao, giá 16tr/ tháng",16000000.0,99.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-tan-phu-19-prj-riviera-point/c-nhanh-cao-cap-q-7-full-noi-that-lau-cao-gia-17tr-thang-pr39738782,39738782
căn hộ như ảnh đăng: 13 triệu chốt. 2pn 1wc full nt. cho thuê chcc m-one quận 7,13000000.0,65.0,tân kiểng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-be-van-cam-phuong-tan-kieng-prj-m-one-nam-sai-gon/-nhu-anh-dang-13-trieu-ct-2pn-1wc-full-nt-c-chcc-quan-7-pr43881119,43881119
"officetel 28m2 nhà cơ bản giá rẻ (rèm, máy lạnh, tủ bếp) - gần rmit, tdtu, phú mỹ hưng - gặp phụng",7500000.0,28.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/officetel-28m2-nha-co-ban-gia-re-rem-may-lanh-tu-bep-gan-rmit-tdtu-phu-my-hung-gap-phung-pr43856325,43856325
"cho thuê căn hộ 3pn, 45 triệu, 103m2 tại tân phú, quận 7, tp.hcm giá tốt",45000000.0,103.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19/c-3pn-45-trieu-103m2-tai-quan-7-tp-hcm-gia-tot-pr43881749,43881749
"cho thuê cc 2pn, 52m2 giá siêu hời 15 triệu tại nguyễn văn linh, tân thuận tây, q7, hcm",15000000.0,52.33,tân thuận tây,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-cc-2pn-52m2-gia-sieu-hoi-15-trieu-tai-q7-hcm-pr43881745,43881745
"cho thuê 2pn luxgarden, 77m2, full đồ, nhà mới, có sẵn. lh:0978 272 ***(zalo)",11000000.0,77.0,phú thuận,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-quy-phuong-phu-thuan-3-prj-luxgarden/c-2pn-co-noi-that-gia-8tr5-th-lh-0978272427-pr35895669,35895669
cho thuê căn hộ midtown m8 3pn full nội thất cao cấp giá 40tr/tháng. lh:0849 160 ***(văn anh),40000000.0,135.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-peak/c-midtown-3pn-full-noi-that-cao-cap-gia-60tr-thang-lh-van-anh-pr42323614,42323614
"cho thuê 3pn, 100m2, happy valley full nội thất giá cực tốt chỉ từ 22 tr/ tháng. lh:0849 160 ***",22000000.0,100.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-happy-valley/cho-cc-3pn-100m2-gia-uu-dai-tai-q7-tp-hcm-pr42130308,42130308
"cho thuê thuê star hill,19 triệu vnd, 114m2, 3pn, 2wc. nhà full nội thất. lh:0849 160 ***",19000000.0,114.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-star-hill/cho-cc-dep-tai-stacho-cc-dep-tai-19-trieu-vnd-114m2-2pn-2wc-day-du-tien-ich-pr42243774,42243774
"cho thuê căn hộ chung cư đẹp sunrise city, 18 triệu vnd, 99m2, 2pn, 2wc",18000000.0,99.0,tân hưng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/c-dep-18-trieu-vnd-99m2-2pn-2wc-pr42989595,42989595
"cho thuê căn hộ cc sunrise city, 17 triệu vnd, 99m2, 2pn, 2wc, nhiều tiện ích",17000000.0,99.0,tân hưng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/c-cc-17-trieu-vnd-99m2-2pn-2wc-nhieu-tien-ich-pr43034552,43034552
"cho thuê cc sunrise city view, 16 triệu, 60m2, 1pn, full nội thất, q7, hcm giá ưu đãi uy tín",16000000.0,60.0,tân hưng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/cho-cc-view-16-trieu-60m2-1pn-full-noi-that-q7-hcm-gia-uu-dai-uy-tin-pr43538566,43538566
"cho thuê 3pn full nt đẹp mới như hình tại cosmo city q7, 100m2 giá thuê 22tr/tháng (free pql 1 năm)",22000000.0,100.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-thi-thap-phuong-tan-phu-19-prj-can-ho-cosmo-city/cho-3pn-full-nt-dep-moi-nhu-hinh-tai-q7-100m2-gia-22tr-thang-free-pql-1-nam-pr43880141,43880141
"cho thuê căn hộ chung cư hưng phúc premier, pmh, q7, nhà mới, đẹp, chỉ 15tr/tháng, lh:0914 253 ***",15000000.0,70.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-hung-phuc-premier/c-pmh-q7-nha-moi-dep-chi-20tr-thang-lh-0914253916-pr37795774,37795774
cho thuê nhiều căn antonia nhà mới đẹp giá tốt t8/25,27000000.0,87.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-antonia/cho-my-hung-2pn-full-nt-view-dep-chi-26tr-pr41225164,41225164
"chính chủ cho thuê ch 3pn, 2wc, 146m2 tại the panorama, tôn dật tiên, tân phong, q7, 60 triệu vnd",60000000.0,146.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phong-9-prj-the-panorama/cho-ch-3pn-2wc-146m2-tai-q7-60-trieu-vnd-pr43633076,43633076
"cho thuê căn hộ cao cấp riverside residence phú mỹ hưng, quận 7, giá cho thuê 25tr/tháng, 92m2",25000000.0,92.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-riverside-residence/c-cao-cap-my-hung-quan-7-gia-c-25tr-thang-92m2-pr43522943,43522943
"cho thuê căn hộ 2 phòng ngủ la casa, lê thị chợ, quận 7 giá 11 triệu/tháng",11000000.0,86.0,phú thuận,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-le-thi-cho-phuong-phu-thuan-3-prj-la-casa/c-2-png-ngu-c-quan-7-gia-12-trieu-thang-pr43639250,43639250
"chính chủ! cho thuê gấp căn hộ midtown, pmh, q7, nhà đẹp, full nội thất cao cấp, lh:0914 358 ***",40000000.0,124.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-peak/chinh-chu-c-gap-midtown-pmh-q7-nha-dep-full-noi-that-cao-cap-lh-pr42573114,42573114
"cho thuê cc hưng phúc, nguyễn lương bằng, tân phú, q7, giá cực chất 17 triệu, 79 m2",17000000.0,79.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-hung-phuc-premier/cho-cc-c-q7-gia-cuc-chat-17-trieu-79-m2-pr43879599,43879599
"cho thuê căn hộ 2pn the view riviera point lầu cao, view thoáng 35 triệu/tháng",35000000.0,125.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-tan-phu-19-prj-the-view-riviera-point/c-2pn-lau-cao-tang-35-trieu-thang-pr43879554,43879554
"cho thuê giá rẻ 2pn luxgarden, gần full đồ, 9 triệu . lh -0978 272 ***(zalo)",9000000.0,68.0,phú thuận,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-quy-phuong-phu-thuan-3-prj-luxgarden/cho-2pn-q7-full-noi-that-tang-cao-co-san-vuon-lh-zalo-pr38859703,38859703
cần cho thuê căn hộ 89 m2 thiết kế 2 pn full nội thất giá 16tr/tháng: lh0909 770 ***,16000000.0,89.0,phú thuận,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-an-gia-skyline/-c-89-m2-thiet-ke-2-pn-full-noi-that-16tr-thang-lh-pr43879468,43879468
"cho thuê căn hộ lavida, 50m2, 75m2 giá 11 tr nguyễn văn linh, q7",11000000.0,50.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/c-gia-75m-gia-11-tr-q7-pr43879451,43879451
"cho thuê ch 2pn, 2wc, giá ưu đãi 11 triệu, 73m2 tại hoàng anh thanh bình, q7, hcm. lh0909 626 ***",11000000.0,73.0,tân hưng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-17-4-phuong-tan-hung-14-prj-hoang-anh-thanh-binh/cho-ch-2pn-2wc-gia-uu-dai-11-trieu-73m2-tai-th-q7-tp-hcm-lh-pr43879227,43879227
"nhà full nội thất có ô xe, cho thuê nhanh căn happy valley. dt: 135m2 3pn 2wc",33000000.0,135.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-happy-valley/nha-full-noi-that-co-o-xe-cho-nhanh-dt-135m-3pn-2wc-pr43876307,43876307
"cho thuê căn hộ cao cấp midtown 3pn, 32 triệu, giá cực rẻ, pmh, q7",32000000.0,128.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-peak/c-cao-cap-midtown-3pn-32-trieu-gia-cuc-re-pmh-q7-pr43876132,43876132
"cần cho thuê căn hộ res iii đường nguyễn lương bằng, giá 11tr , lh0908 726 ***",11000000.0,73.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-khu-can-ho-res-iii/-c-p-q7-dt-73m2-g-cao-nha-sach-pr43143023,43143023
"cho thuê căn hộ 3pn green valley không gian sống xanh, giá siêu tốt!0903 581 ***trâm",26000000.0,105.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/c-3pn-kng-gian-song-xanh-gia-sieu-tot-tram-pr43852832,43852832
cho thuê officetel lavida nguyễn văn linh 28m². giá 8.5tr/th lh:0901 341 ***phương,8500000.0,28.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-officetel-36m-gia-hot8-5tr-th-lh-phuong-pr42990679,42990679
"cần cho thuê nhanh 3pn hưng phúc - happy residence, giá rẻ.lh:0917 300 ***em hằng",22000000.0,98.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-chung-cu-hung-phuc/-cho-nhanh-3pn-happy-residence-gia-re-lh-em-hang-pr42608498,42608498
cho thuê căn hộ 2pn midtown m6 giá chỉ 26 triệu/tháng,26000000.0,91.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/c-2pn-m6-gia-chi-26-trieu-thang-pr43879044,43879044
"cho thuê căn hộ the peak midtown phú mỹ hưng, nhà mới 100%",22000000.0,81.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-peak/c-midtown-my-hung-nha-moi-100-pr41691226,41691226
"cho thuê căn hộ 2pn 16tr hưng phúc, phú mỹ hưng, quận 7, nhà đẹp view villas",16000000.0,80.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-hung-phuc-premier/c-2pn-16tr-c-my-quan-7-nha-dep-view-villas-pr38129904,38129904
"cho thuê căn hộ 2pn the ascentia phú mỹ hưng, giá tốt nhà đẹp",22000000.0,82.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-ascentia-phu-my-hung/chuyen-c-antonia-midtown-c-gia-tot-pr39864763,39864763
"cho thuê gấp scenic valley 1, phú mỹ hưng căn góc 2pn nhà mới giá 18 triệu/tháng",18000000.0,77.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/cho-gap-1-my-hung-goc-2pn-nha-moi-gia-18-trieu-thang-pr43774900,43774900
"cho thuê gấp căn 1pn m-one nam sài gòn gần lotte quận 7 dt 35m2, giá chỉ 8tr/tháng full nt",8500000.0,35.0,tân kiểng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-be-van-cam-phuong-tan-kieng-prj-m-one-nam-sai-gon/cho-gap-2pn-3pn-na-gan-lotte-quan-7-dt-682-gia-chi-13tr-thang-full-nt-pr39261659,39261659
"cho thuê căn hộ m-one nam sài gòn q7, 3pn - 2wc - 17 triệu",17000000.0,88.0,tân kiểng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-be-van-cam-phuong-tan-kieng-prj-m-one-nam-sai-gon/c-na-q7-1-pn-8-trieu-2pn-12-trieu-3pn-15-trieu-pr40502280,40502280
"cho thuê gấp căn 2pn m-one nam sài gòn gần lotte quận 7 dt 70m2, giá 13,5tr/tháng full nt",13500000.0,70.0,tân kiểng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-be-van-cam-phuong-tan-kieng-prj-m-one-nam-sai-gon/cho-gap-2pn-3pn-na-gan-lotte-quan-7-dt-682-gia-chi-13tr-thang-full-nt-pr39261561,39261561
cho thuê căn hộ star hill- 3pn 105m² giá chỉ 22 triệu/tháng,22000000.0,105.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-star-hill/c-3pn-105m-gia-chi-22-trieu-thang-pr43878817,43878817
"cho thuê cc đẹp tại chung cư phú mỹ, 11 triệu vnd, 89m2, 2pn, 2wc",11000000.0,89.0,phú mỹ,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-my-9-prj-chung-cu-phu-my/cho-cc-dep-tai-11-trieu-vnd-89m2-2pn-2wc-pr43878750,43878750
"cho thuê căn hộ 2pn 2wc the golden star, quận 7. full nội thất cao cấp, giá 12tr/tháng",12000000.0,70.0,bình thuận,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-thi-thap-phuong-binh-thuan-3-prj-the-golden-star/c-2pn-2wc-quan-7-full-noi-that-cao-cap-gia-12tr-thang-pr20363061,20363061
"cho thuê cc 1pn 1wc 12 triệu, 60m2 view đẹp tại hoàng quốc việt, q7, hcm",12000000.0,60.0,phú mỹ,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-my-9-prj-chung-cu-phu-my/cho-cc-1pn-1wc-12-trieu-60m2-view-dep-tai-q7-hcm-pr43878675,43878675
"him lam riverside, q. 7 - 67m2 (2pn - 2wc) - nội thất cao cấp (mới 100%). đón gió nguyên ngày",18000000.0,67.0,tân hưng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/-hoang-trong-mau-q-7-118-6m-3pn-2wc-goc-noi-that-cao-cap-moi-100-pr43800115,43800115
"giỏ hàng 2pn 2wc cho thuê t8/2025 - ntcb, full nội thất - giá thuê chỉ từ 13 triệu/tháng",13500000.0,66.0,tân thuận tây,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/gio-hang-cho-thang-07-2024-1pn-2pn-3pn-ntcb-full-noi-that-gia-chi-tu-13-5-trieu-thang-pr40457345,40457345
"chính chủ cho thuê căn hộ ascent lakeside quận 7, dt 93.5m2/ 2pn, nhà full nội thất, giá 16tr",16000000.0,93.5,tân thuận tây,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-ascent-lakeside/chinh-chu-c-quan-7-dt-93-8m2-2pn-nha-full-noi-that-gia-16tr-pr43382263,43382263
chính chủ cho thuê 1 căn hộ để ở hoặc làm văn phòng công ty. tại: lầu 12 block c chung cư luxcity,8000000.0,45.0,bình thuận,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-binh-thuan-3-prj-can-ho-luxcity/chinh-chu-c-1-de-o-ac-lam-van-png-cong-ty-tai-lau-12-block-c-luxcity-pr43684033,43684033
chính chủ cần cho thuê 2pn 2wc giá thuê chỉ: 8 triệu / tháng. lh coi nhà:0901 199 ***,8000000.0,70.0,phú mỹ,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-phu-my-9-prj-the-era-town/chinh-chu-cho-2pn2wc-gia-chi-8-trieu-thang-lh-coi-nha-pr43877950,43877950
"cho thuê midtown m7 137m2 căn góc siêu đẹp, nt chỉn chu giá thuê 55tr/tháng",55000000.0,137.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-signature/cho-midtown-m7-137m2-goc-sieu-dep-nt-chinh-chu-gia-55tr-thang-pr43800308,43800308
"cho thuê midtown m7 137m2 căn góc siêu đẹp, nt chỉn chu giá thuê 55tr/tháng",55000000.0,137.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-signature/cho-midtown-m7-137m2-goc-sieu-dep-nt-chinh-chu-gia-55tr-thang-pr43800291,43800291
"cho thuê studio full nội thất rộng 40m2 gần tdtu, rmit trung tâm q7",8000000.0,40.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-so-5-phuong-tan-phong-9/cho-studio-full-noi-that-rong-40m2-gan-tdtu-rmit-trung-tam-q7-pr43838916,43838916
"cho thuê căn hộ hưng phúc premier 2pn giá cực tốt 19tr/tháng, 3pn 25tr/tháng, tầng cao view thoáng",19000000.0,75.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-hung-phuc-premier/c-75m2-2pn-2vs-tai-view-biet-thu-yen-tinh-gia-tot-pr43623264,43623264
cho thuê nhanh căn 3pn - 2wc ecogreen 87m2 giá chỉ 17tr/tháng,17000000.0,87.0,tân thuận tây,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-nhanh-3pn-2wc-ecogreen-87m2-gia-chi-17tr-thang-pr42885891,42885891
cho thuê căn hộ 2pn-2wc 70m2 nhà ntcb chỉ 8.5 triệu tại d-vela,8500000.0,70.0,phú thuận,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-phu-thuan-3-prj-d-vela/c-2pn-2wc-70m2-nha-trong-chi-8-5-trieu-tai-vela-pr42117140,42117140
"cho thuê cc lavida plus, nguyễn văn linh, tân phong, q7, hcm, 9,5 triệu, 55m2",9500000.0,55.0,tân phong,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-cc-q7-hcm-9-5-trieu-55m2-pr43713413,43713413
cho thuê căn hộ view sông midtown the peak nội thất cao cấp,60000000.0,127.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/c-view-song-the-peak-noi-that-cao-cap-pr43877172,43877172
"cho thuê căn hộ hoàng anh thanh bình quận 7 dt 78m2, 2pn giá 11 triệu, có nội thất cơ bản",11000000.0,78.0,tân hưng,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-17-4-phuong-tan-hung-14-prj-hoang-anh-thanh-binh/c-ang-th-quan-7-dt-78m2-2pn-gia-11-trieu-co-noi-that-co-ban-pr43876843,43876843
"chuyên cho thuê căn hộ midtown phú mỹ hưng, giá tốt thị trường, lh:0904 505 ***trần thảo pmh",20000000.0,91.0,tân phú,quận 7,,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/chuyen-c-gia-tot-thi-truong-lh-tran-thao-pmh-pr39123796,39123796
