tieu_de,gia_raw,dientich_raw,vitri_raw,link,listing_id
"Cho thuê căn hộ Scenic Valley nội thất đầy đủ, giá cực tốt 16tr/ tháng! LH:0849 160 ***(Em Anh)",16 triệu/tháng,77 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/c-noi-that-day-du-vao-o-ngay-lh-em-anh-pr41369543,41369543
"Cho thuê 2PN, 14 triệu VND, 80m2 tại Lavida Plus, full nội thất. Lh:0849 160 ***(Văn Anh)",14 triệu/tháng,80 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-ch-2pn-14-trieu-vnd-60m2-tai-full-noi-that-lh-anh-pr42278588,42278588
"Cho thuê căn hộ 3PN, 2WC, 98m2 tại Chung cư Hưng Phúc, giá tốt chỉ với 20 triệu VND. LH:0849 160 ***",20 triệu/tháng,98 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-chung-cu-hung-phuc/c-3pn-2wc-98m2-tai-gia-tot-chi-voi-21-trieu-vnd-lh-pr42323522,42323522
"Cho thuê căn hộ 2PN tại chung cư Riverside Residence, full nội thất giá 16 triệu. LH:0849 160 ***",16 triệu/tháng,78 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-riverside-residence/c-2pn-tai-full-noi-that-gia-16-trieu-lh-pr42439886,42439886
Cho thuê căn hộ River Park Premier - Căn góc.Full nội thất cao cấp mới 100%.LH:0849 160 ***,60 triệu/tháng,123 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-premier/c-river-park-goc-full-noi-that-cao-cap-moi-100-lh-pr42715494,42715494
"Cho thuê thuê Star Hill,19 triệu VND, 114m2, 3PN, 2WC. Nhà full nội thất. Lh:0849 160 ***",19 triệu/tháng,114 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-star-hill/cho-cc-dep-tai-stacho-cc-dep-tai-19-trieu-vnd-114m2-2pn-2wc-day-du-tien-ich-pr42243774,42243774
"Cho thuê 3PN, 100m2, Happy Valley full nội thất giá cực tốt chỉ từ 22 tr/ tháng. Lh:0849 160 ***",22 triệu/tháng,100 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-happy-valley/cho-cc-3pn-100m2-gia-uu-dai-tai-q7-tp-hcm-pr42130308,42130308
Cho thuê căn hộ Midtown M8 3PN full nội thất cao cấp giá 40tr/tháng. LH:0849 160 ***(Văn Anh),40 triệu/tháng,135 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-peak/c-midtown-3pn-full-noi-that-cao-cap-gia-60tr-thang-lh-van-anh-pr42323614,42323614
"Chính chủ gửi cho thuê căn hộ 100m2, 2PN - 19 tr/tháng tại Sunrise City South LH:0932 744 ***",19 triệu/tháng,100 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/chinh-chu-gui-c-138m2-3pn-25tr-thang-tai-south-quan-7-lh-pr40236124,40236124
"Cho thuê CH Eco Green Sài Gòn, 18 triệu VND, 65m2, 2PN, 2WC, Tân Thuận Tây, Q7, HCM",18 triệu/tháng,65 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-ch-18-trieu-vnd-65m2-2pn-2wc-q7-hcm-pr43962199,43962199
"Cho thuê căn hộ đầy đủ nội thất tại Midtown Phú Mỹ Hưng, 90,78m2, 2pn -GIÁ 26 triệu TL",26 triệu/tháng,"90,78 m²","Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/c-day-du-noi-that-tai-90-78m2-2pn-gia-26-trieu-tl-pr43962184,43962184
Hình Ảnh Thực Tế - Scenic Valley - DT: 71m ( 2 phòng ngủ ) - Phú Mỹ Hưng,18 triệu/tháng,71 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/hinh-anh-thuc-te-dt-71m-2-phong-ngu-my-hung-pr43962162,43962162
Bắt gặp căn hộ 3PN Sky Garden 1 cho thuê full nội thất giá chỉ 15tr - Coi là mê!,15 triệu/tháng,91 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-i/bat-gap-3pn-1-c-full-noi-that-gia-chi-15tr-coi-la-me-pr43962133,43962133
"Cho thuê căn hộ Jamona city Quận 7..60m,2pn,1wc",9 triệu/tháng,60 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-jamona-city/c-quan-7-60m-2pn-1wc-pr43867312,43867312
Cho thuê CH Antonia 2PN full nội thất - View biệt thự giá 26 triệu . LH0933 233 ***Ngọc Hân,25 triệu/tháng,76 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-antonia/chuyen-cho-ch-2pn-full-noi-that-cao-cap-gia-tot-nhat-thi-truong-lh-ngoc-han-pr40608522,40608522
"CHO THUÊ 2PN 2WC 70m2 BELLEZA, NTĐĐ giá 10 triệu, view thoáng, tầng đẹp. LH:0944 266 ***",10 triệu/tháng,70 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-so-2-phuong-phu-my-9-prj-belleza-apartment/cho-2pn-2wc-70m2-ntdd-gia-10-trieu-view-thoang-tang-dep-lh-pr43960389,43960389
"Cho thuê 2PN Luxgarden, 77m2, full đồ, nhà mới, có sẵn. LH:0978 272 ***(Zalo)",11 triệu/tháng,77 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-quy-phuong-phu-thuan-3-prj-luxgarden/c-2pn-co-noi-that-gia-8tr5-th-lh-0978272427-pr35895669,35895669
Midtown M5 Phú Mỹ Hưng |căn hộ 3PN cho thuê,39 triệu/tháng,130 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/-m5-3pn-c-thue-pr43904504,43904504
Cho thuê căn hộ Sunrise City Q7 - 2PN2WC 16tr,16 triệu/tháng,99 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/c-q7-2pn2wc-16tr-pr43802645,43802645
"Cho thuê Scenic Valley 1, PMH, Q7,Nhà đẹp nội thất cao cấp, lầu cao view thoáng. LH:0909 752 ***",Giá thỏa thuận,120 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/cho-1-pmh-q7-nha-dep-noi-that-cao-cap-lau-cao-view-thoang-lh-pr43889563,43889563
"Cho thuê CH Urban Hill, 23 triệu VND, 78 m2, 2PN, 2WC, Nguyễn Văn Linh, Tân Phong, Q7, HCM",23 triệu/tháng,78 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-urban-hill/cho-ch-25-trieu-vnd-78-m2-2pn-2wc-kinh-c-on-q7-hcm-pr43145188,43145188
"Cho thuê CC siêu hot tại Sunrise City, 23 triệu, 125m2, 2PN, 2WC, Q7, HCM",23 triệu/tháng,125 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/cho-cc-sieu-hot-tai-29-trieu-125m2-2pn-2wc-q7-hcm-pr42912651,42912651
"Cho thuê CH 3PN, 25 triệu/th, 110m2 tại Sunrise City, Tân Hưng, Q7, TP. HCM chỉ với uy tín",25 triệu/tháng,110 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/cho-ch-3pn-25-trieu-110m2-tai-q7-tp-hcm-chi-voi-uy-tin-pr42912950,42912950
"Cho thuê căn hộ sunrise city view ; 1PN, giá cực chất 13 triệu, 40m2 tại Nguyễn Hữu Thọ, Q7, HCM",13 triệu/tháng,40 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/c-1pn-gia-cuc-chat-13-trieu-40m2-tai-t-q7-hcm-pr43487003,43487003
Cho thuê căn hộ Nam Khang Phú Mỹ Hưng Q7 3 phòng ngủ giá 20 triệu/th. LH:0909 752 ***E Mai,20 triệu/tháng,124 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-23-2-phuong-tan-phu-19-prj-nam-khang/c-my-hung-q7-3-png-ngu-gia-20-trieu-th-lh-e-mai-pr42397841,42397841
"Cho thuê Sky Garden, 3PN-2WC, nhà siêu đẹp, full nội thất, giá ưu đãi 13tr/tháng, LH0914 358 ***",13 triệu/tháng,91 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/cho-3pn-2wc-nha-sieu-dep-full-noi-that-gia-uu-dai-12tr-thang-lh-pr42414171,42414171
"Cho thuê căn hộ Rivierapoint, PMH, Q7, 2PN-2WC, full nội thất, nhà bao đẹp, giá tốt 17tr/tháng",17 triệu/tháng,99 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-tan-phu-19-prj-riviera-point/c-rivierapoint-pmh-q7-2pn-2wc-full-noi-that-nha-bao-dep-gia-tot-17tr-thang-pr43365562,43365562
Cho thuê căn hộ Penthouse Happy Valley 5 phòng ngủ đủ nội thất,95 triệu/tháng,250 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-happy-valley/c-pentuse-5-png-ngu-du-noi-that-pr43947881,43947881
"Cho thuê căn hộ GrandView B, PMH, 3PN 2WC, giá chỉ: 23 triệu nhà đẹp view đẹp, giá rẻ nhất",23 triệu/tháng,118 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/c-grand-b-pmh-3pn-2wc-gia-chi-23-trieu-nha-dep-dep-gia-re-nhat-pr43959602,43959602
"Cần cho thuê nhanh CH Hưng Phúc (Happy Residence) PMH, Q7 nhà đẹp, mới, giá tốt. LH Xem Nhà 24/7",16 triệu/tháng,82 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-chung-cu-hung-phuc/-cho-nhanh-ch-happy-residence-pmh-q7-nha-dep-moi-gia-tot-lh-xem-nha-24-7-pr43666707,43666707
"Cho thuê căn hộ Riverside Residence Phú Mỹ Hưng. Căn hộ diện tích lớn 178m2, có 3PN, 3WC, 1 Kho",60 triệu/tháng,178 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-riverside-residence/c-my-hung-dien-tich-lon-178m2-co-3pn-3wc-1-k-pr43586868,43586868
Cho thuê căn hộ chung cư giá rẻ Quận 7,"7,5 triệu/tháng",67 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-15b-phuong-phu-my-9-prj-the-era-town/c-gia-re-quan-7-pr42492775,42492775
"Giỏ hàng Sunrise City View, 18 triệu - 21 triệu/ tháng, 76m2, 2PN, 2WC, Q7, HCM, uy tín Hot!",18 triệu/tháng,76 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/gio-hang-18-trieu-21-trieu-thang-76m2-2pn-2wc-q7-hcm-uy-tin-hot-pr43947552,43947552
Cho thuê căn hộ Sunrise City View 3 phòng ngủ giá 28 triệu,28 triệu/tháng,110 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/c-3-png-ngu-gia-28-trieu-pr40391651,40391651
"Chuyên cho thuê can hộ Viva Plaza đường Nguyễn Lương Bằng Quận 7 chỉ từ 8,5tr. LH:0938 371 ***","8,5 triệu/tháng",69 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-phu-my-9-prj-viva-plaza/chuyen-c-quan-7-chi-tu-8-5tr-lh-pr43962026,43962026
"Cho thuê CC Eco Green Sài Gòn, 18 triệu, 65m2, 2PN, 2WC, giá cực rẻ",18 triệu/tháng,65 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-cc-18-trieu-65m2-2pn-2wc-gia-cuc-re-pr43961595,43961595
"Cho thuê CC Eco Green Sài Gòn, 15,5 triệu, 72m2, 2PN, 2WC view đẹp","15,5 triệu/tháng",72 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-cc-15-5-trieu-72m2-2pn-2wc-view-dep-pr43961943,43961943
"Giỏ hàng căn Q7 Saigon Riverside, 2PN 12tr/th có nội thất, nhà mới, view đẹp, an ninh0939 720 ***",12 triệu/tháng,66 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/gio-hang-c-gia-re-gia-chi-tu-5tr-0706679167-pr34592116,34592116
Quá rẻ - Angia Riverside Quận 7 - 69m2 2PN 2WC full nội thất - view trực diện sông - hướng Đông Nam,11 triệu/tháng,69 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-an-gia-riverside/qua-re-angia-quan-7-69m2-2pn-2wc-full-noi-that-view-truc-dien-song-huong-dong-nam-pr43879446,43879446
"Cho thuê căn hộ Era Town Q7, DT 90m2 - 2PN - 2WC full nội thất giá 9,5tr/tháng. LH:0938 371 ***","9,5 triệu/tháng",90 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-phu-my-9-prj-the-era-town/c-q7-dt-90m2-2pn-2wc-full-noi-that-gia-9-5tr-thang-lh-pr43905130,43905130
"Căn hộ 2PN tại Eco Green Sài Gòn, 18 triệu, 65m2 đẹp xuất sắc cho thuê",18 triệu/tháng,65 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/-2pn-tai-18-trieu-65m2-dep-xuat-sac-c-thue-pr43961608,43961608
Duy nhất 1 căn cho thuê căn hộ 3PN 2WC full nội thất - 15 triệu liên hệ Thu Huyền0981 795 ***,15 triệu/tháng,83 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-an-gia-skyline/duy-nhat-1-c-3pn2wc-full-noi-that-16-trieu-lien-he-thu-huyen-pr43265761,43265761
Cần cho thuê căn hộ 1PN 53m2 giá chỉ 14tr/th dự án Lavida Plus. LH xem nhà0906 385 ***,14 triệu/tháng,53 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/-c-1pn-53m2-gia-chi-14tr-du-an-lh-xem-nha-pr43881994,43881994
Cho thuê căn hộ Hưng Phúc 2 (3PN),30 triệu/tháng,83 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-chung-cu-hung-phuc/c-2-3pn-pr43961449,43961449
"Cho thuê căn hộ 2 phòng ngủ, full nội thất, nhà mới đẹp 15,5 triệu Lh0908 155 ***","15,5 triệu/tháng",74 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/c-2-png-ngu-full-noi-that-nha-moi-dep-15-5-trieu-lh-pr43961378,43961378
"Cho thuê căn hộ 90m2, 10 triệu, 2PN, 2WC ở Phú Mỹ, Q7, HCM",10 triệu/tháng,90 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-phu-my-9/c-90m2-10-trieu-2pn-2wc-o-q7-hcm-pr43961324,43961324
Cho thuê căn hộ Him Lam 2PN full nội thất,14 triệu/tháng,78 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/c-2pn-q7-pr41756718,41756718
"Cho thuê Studio full nội thất giá 11tr/th,0938 806 ***",11 triệu/tháng,40 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/cho-studio-full-noi-that-gia-11tr-0968317858-pr33106856,33106856
"Hình thật, giá thật: 12 triệu, 70m2, 2PN, 2WC, full. Cho thuê CHCC Boulevard, Quận 7",12 triệu/tháng,70 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-phu-my-9-prj-q7-boulevard/hinh-that-gia-that-12-trieu-70m2-2pn-2wc-full-cho-chcc-quan-7-pr43960872,43960872
"Nhiều căn cho thuê tại CHCC Sky Garden 3, 2PN giá từ 20 triệu. LH:0909 474 ***",20 triệu/tháng,57 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/nhieu-cho-tai-chcc-3-2pn-gia-tu-20-trieu-lh-pr43960857,43960857
"CĂN HỘ NHƯ ẢNH ĐĂNG- 11,5 TRIỆU, 2PN 2WC FULL NT , CÒN NHIỀU CĂN ĐANG TRỐNG","11,5 triệu/tháng",70 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/-nhu-anh-12-trieu-2pn-2wc-full-nt-nhieu-dang-trong-gia-mem-nha-dep-pr43943324,43943324
"Cho thuê CC Scenic Valley 1, 20 triệu VND, 71 m2, Q7, HCM",20 triệu/tháng,71 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/cho-cc-1-20-trieu-vnd-71-m2-q7-hcm-pr43924856,43924856
Cho thuê CH cao cấp Midtown 2PN 84m2 giá thuê 25 triệu full nội thất. LH0933 233 ***Ngọc Hân,25 triệu/tháng,84 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/chuyen-cho-ch-cao-cap-pmh-2pn-84m2-gia-23tr-full-noi-that-lh-ngoc-han-pr40384179,40384179
"Cho thuê CH Ascentia 2PN full nội thất, view biệt thự giá từ 23tr - 26tr. LH0933 233 ***Ngọc Hân",23 triệu/tháng,75 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-ascentia-phu-my-hung/cho-ch-2pn-full-noi-that-view-biet-thu-gia-tu-23tr-26tr-lh-ngoc-han-pr42383430,42383430
"Cho thuê căn hộ 1PN, 1WC tại Sunrise City, Nguyễn Hữu Thọ, Tân Hưng, Q7, 15 triệu VND",15 triệu/tháng,53 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/c-1pn-1wc-tai-t-q7-15-trieu-vnd-pr43947608,43947608
"Cho thuê Midtown M7 137m2 căn góc siêu đẹp, NT chỉn chu giá thuê 55tr/tháng",55 triệu/tháng,137 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-signature/cho-midtown-m7-137m2-goc-sieu-dep-nt-chinh-chu-gia-55tr-thang-pr43800308,43800308
"Cho thuê CH cao cấp Cardinal Court PMH, 2PN 2WC,nhà đẹp giá 30tr/tháng, có ô xe.LH:0911 839 ***Em Hà",30 triệu/tháng,76 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-cardinal-court/cho-ch-cao-cap-pmh-2pn-2wc-nha-dep-gia-30tr-thang-co-o-xe-lh-em-ha-pr43656901,43656901
Căn hộ 4 Phòng Ngủ Đầy Đủ Nội Thất Phú Mỹ Hưng cho thuê,39 triệu/tháng,135 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-happy-valley/-4-png-ngu-day-du-noi-that-phu-my-hung-c-thue-pr43871388,43871388
"Cho thuê căn hộ full nội thất mới 100%, 3PN, 70m2, giá cực chất 24 triệu tại Sky Garden 3, Q7, HCM",24 triệu/tháng,70 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/c-3pn-70m2-gia-cuc-chat-28-trieu-tai-3-q7-hcm-pr43563411,43563411
Cho Thuê Căn Hộ Scenic Valley 1 | 2PN | Nội Thất cơ bản,19 triệu/tháng,86 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/c-1-pr43863725,43863725
"Chính chủ cho thuê căn hộ Ascent Lakeside Quận 7, DT 93.5m2/ 2PN, nhà full nội thất, giá 16tr",16 triệu/tháng,"93,5 m²","Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-ascent-lakeside/chinh-chu-c-quan-7-dt-93-8m2-2pn-nha-full-noi-that-gia-16tr-pr43382263,43382263
"Chính chủ cho thuê nhanh căn hộ căn hộ Midtown Phú Mỹ Hưng, Q7. 2PN, full NT giá 25 triệu bao thuế",25 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/chinh-chu-c-nhanh-q7-2pn-full-nt-gia-25-trieu-bao-pr43353459,43353459
HD 02 năm - giá 11tr chung cư Luxgarden Quận 7 - ở liền - 77m2 2PN*2WC - full nội thất,11 triệu/tháng,77 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-quy-phuong-phu-thuan-3-prj-luxgarden/-hd-02-nam-gia-11tr-c-quan-7-o-lien-77m-2pn-2wc-full-noi-that-pr43208347,43208347
"Nhà trống Cho thuê gấp căn hộ Midtown PMH, Q7, 82m2 2PN, 2 WC full NT mới, giá 20tr LH0938 371 ***",20 triệu/tháng,82 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/nha-trong-c-gap-pmh-q7-82m2-2pn-2-wc-full-nt-moi-gia-20tr-lh-pr42926467,42926467
"Cho thuê căn hộ Garden Court 1, DT 110m2. 2 PN, 2 WC full NT mới giá 20tr/th. LH0938 371 ***",20 triệu/tháng,110 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phong-9-prj-garden-court-1/c-1-dt-110m2-2-pn-2-wc-full-nt-moi-gia-20tr-th-lh-pr42918552,42918552
"Cho thuê CC Luxcity, 11,5 triệu, 66m2, 2PN, 2WC, đầy đủ tiện nghi tại Huỳnh Tấn Phát, Q7, HCM","11,5 triệu/tháng",66 m²,"Bình Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-binh-thuan-3-prj-can-ho-luxcity/cho-cc-11-5-trieu-66m2-2pn-2wc-day-du-tien-nghi-tai-q7-hcm-pr43796073,43796073
"Cho thuê căn hộ cao cấp Green Valley 129m2 , đ.Tôn Dật Tiên Phú Mỹ Hưng, quận 7",28 triệu/tháng,129 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/c-cao-cap-129m2-d-my-hung-quan-7-pr43956688,43956688
"Cho thuê River Panorama Quận 7 2PN, 2WC hướng Nam siêu mát - đầy đủ nội thất cao cấp - chỉ 13 triệu",13 triệu/tháng,64 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-river-panorama/cho-quan-7-2pn-2wc-huong-nam-sieu-mat-day-du-noi-that-cao-cap-chi-13-trieu-pr43088874,43088874
"Căn hộ Luxcity tại Huỳnh Tấn Phát, Q7, TP. HCM, 16 triệu, 86m2 hàng hot",16 triệu/tháng,86 m²,"Bình Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-binh-thuan-3-prj-can-ho-luxcity/-tai-q7-tp-hcm-16-trieu-86m2-hang-t-pr43880981,43880981
"Cho thuê căn hộ Luxcity, 12 triệu VND, 74 m2, 2PN, 2WC, Q7, HCM giá tốt",12 triệu/tháng,74 m²,"Bình Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-huynh-tan-phat-phuong-binh-thuan-3-prj-can-ho-luxcity/c-12-trieu-vnd-74-m2-2pn-2wc-q7-hcm-gia-tot-pr43498309,43498309
